ContigId,ContigLength,ContigCoverage,circle,fill
8h_contig_1,446705,101.431596,black,grey
8h_contig_2,377305,105.355151,black,grey
8h_contig_3,311861,106.186222,black,grey
8h_contig_4,249388,106.450482,black,grey
8h_contig_5,244666,103.268299,black,grey
8h_contig_6,243351,106.555526,black,grey
8h_contig_7,226385,105.783393,black,grey
8h_contig_8,198414,106.214478,black,grey
8h_contig_9,195842,106.585927,black,grey
8h_contig_10,190620,104.864603,black,grey
8h_contig_11,175609,103.060923,black,grey
8h_contig_12,165894,102.680202,black,grey
8h_contig_13,165874,105.353921,black,grey
8h_contig_14,159929,103.533375,black,grey
8h_contig_15,157170,107.006124,black,grey
8h_contig_16,155096,105.788897,black,grey
8h_contig_17,154384,106.400261,black,grey
8h_contig_18,149115,108.039050,black,grey
8h_contig_19,139498,107.314938,black,grey
8h_contig_20,123832,109.372042,black,grey
8h_contig_21,121053,117.587199,black,grey
8h_contig_22,117846,104.713770,black,grey
8h_contig_23,115778,107.316039,black,grey
8h_contig_24,112468,118.407675,black,grey
8h_contig_25,107196,103.418236,black,grey
8h_contig_26,96811,105.597453,black,grey
8h_contig_27,95643,102.940533,black,grey
8h_contig_28,94274,105.293173,black,grey
8h_contig_29,91518,108.584497,black,grey
8h_contig_30,89546,104.714303,black,grey
8h_contig_31,88371,107.005889,black,grey
8h_contig_32,81990,108.421227,black,grey
8h_contig_33,81551,99.872548,black,grey
8h_contig_34,80984,104.046968,black,grey
8h_contig_35,80603,110.974716,black,grey
8h_contig_36,79618,101.976930,black,grey
8h_contig_37,78695,112.719186,black,grey
8h_contig_38,62267,108.238398,black,grey
8h_contig_39,61516,105.146747,black,grey
8h_contig_40,50453,109.527652,black,grey
8h_contig_41,47756,115.272783,black,grey
8h_contig_42,44508,123.073440,black,grey
8h_contig_43,44091,116.290589,black,grey
8h_contig_44,43733,103.514385,black,grey
8h_contig_45,37726,103.193551,black,grey
8h_contig_46,32298,108.332516,black,grey
8h_contig_47,26199,109.692443,black,grey
8h_contig_48,24937,110.154385,black,grey
8h_contig_49,24458,115.731348,black,grey
8h_contig_50,23739,109.808807,black,grey
8h_contig_51,18910,132.850581,black,grey
8h_contig_52,18518,108.861233,black,grey
8h_contig_53,17377,116.273642,black,grey
8h_contig_54,17078,107.740486,black,grey
8h_contig_55,16425,112.559701,black,grey
8h_contig_56,15466,102.787511,black,grey
8h_contig_57,14182,103.596526,black,grey
8h_contig_58,9610,109.121892,black,grey
8h_contig_59,8892,105.919796,black,grey
8h_contig_60,7826,113.612724,black,grey
8h_contig_61,6908,115.526131,black,grey
8h_contig_62,6817,100.920623,black,grey
8h_contig_63,6801,103.888905,black,grey
8h_contig_64,5249,107.844934,black,grey
8h_contig_65,4603,112.376712,black,grey
8h_contig_66,4576,614.093354,black,grey
8h_contig_67,4528,115.261514,black,grey
8h_contig_68,3786,119.610946,black,grey
8h_contig_69,3722,102.407407,black,grey
8h_contig_70,3548,113.367041,black,grey
8h_contig_71,3126,113.502132,black,grey
8h_contig_72,2248,119.907877,black,grey
8h_contig_73,1900,211.439934,black,grey
8h_contig_74,1615,155.689857,black,grey
8h_contig_75,1384,194.393267,black,grey
8h_contig_76,1302,412.955918,black,grey
8h_contig_77,1257,211.792373,black,grey
8h_contig_78,1217,194.396491,black,grey
8h_contig_79,1145,169.652622,black,grey
8h_contig_80,1121,256.622605,black,grey
8h_contig_81,1089,98.436759,black,grey
8h_contig_82,1038,3656.797086,black,grey
8h_contig_83,1014,221.233725,black,grey
