ContigId,ContigLength,ContigCoverage,circle,fill
2c_contig_1,330388,68.183233,black,grey
2c_contig_2,326071,70.796904,black,grey
2c_contig_3,268575,63.915236,black,grey
2c_contig_4,264585,68.156993,black,grey
2c_contig_5,244389,67.410033,black,grey
2c_contig_6,243365,67.856462,black,grey
2c_contig_7,241453,64.197455,black,grey
2c_contig_8,222855,67.742192,black,grey
2c_contig_9,204248,60.094646,black,grey
2c_contig_10,190523,64.506795,black,grey
2c_contig_11,175684,66.215077,black,grey
2c_contig_12,164027,66.125831,black,grey
2c_contig_13,161047,65.427191,black,grey
2c_contig_14,159920,66.689783,black,grey
2c_contig_15,149114,65.018110,black,grey
2c_contig_16,145843,71.638709,black,grey
2c_contig_17,141817,64.557069,black,grey
2c_contig_18,139241,72.395821,black,grey
2c_contig_19,123832,70.787839,black,grey
2c_contig_20,121053,75.239171,black,grey
2c_contig_21,117763,67.791844,black,grey
2c_contig_22,117307,69.471816,black,grey
2c_contig_23,115244,64.304106,black,grey
2c_contig_24,112754,74.897601,black,grey
2c_contig_25,107196,65.375293,black,grey
2c_contig_26,99054,64.940592,black,grey
2c_contig_27,95010,68.224990,black,grey
2c_contig_28,94635,63.711658,black,grey
2c_contig_29,91517,65.484678,black,grey
2c_contig_30,88384,66.978620,black,grey
2c_contig_31,84662,69.022593,black,grey
2c_contig_32,80604,67.310467,black,grey
2c_contig_33,79618,66.548950,black,grey
2c_contig_34,78598,63.473682,black,grey
2c_contig_35,75388,66.148332,black,grey
2c_contig_36,68151,61.392955,black,grey
2c_contig_37,62267,66.321515,black,grey
2c_contig_38,61516,66.301698,black,grey
2c_contig_39,54957,68.067748,black,grey
2c_contig_40,53064,68.783607,black,grey
2c_contig_41,50453,61.099432,black,grey
2c_contig_42,47792,80.261700,black,grey
2c_contig_43,44088,42.164777,black,grey
2c_contig_44,43808,68.950470,black,grey
2c_contig_45,43231,61.157413,black,grey
2c_contig_46,37120,61.961801,black,grey
2c_contig_47,35853,67.900520,black,grey
2c_contig_48,32399,40.146464,black,grey
2c_contig_49,28328,76.352306,black,grey
2c_contig_50,27266,69.887050,black,grey
2c_contig_51,26199,67.970064,black,grey
2c_contig_52,24517,70.051800,black,grey
2c_contig_53,24263,71.790168,black,grey
2c_contig_54,23739,70.935213,black,grey
2c_contig_55,23321,63.215152,black,grey
2c_contig_56,23007,69.692106,black,grey
2c_contig_57,21258,67.419338,black,grey
2c_contig_58,18913,89.804417,black,grey
2c_contig_59,18518,66.099778,black,grey
2c_contig_60,18258,122.768715,black,grey
2c_contig_61,17377,77.534682,black,grey
2c_contig_62,9610,74.525438,black,grey
2c_contig_63,8864,72.043587,black,grey
2c_contig_64,8820,37.571314,black,grey
2c_contig_65,7826,77.660859,black,grey
2c_contig_66,7805,73.062500,black,grey
2c_contig_67,6906,78.025333,black,grey
2c_contig_68,6801,74.244943,black,grey
2c_contig_69,5440,70.233824,black,grey
2c_contig_70,4840,61.567080,black,grey
2c_contig_71,4603,73.448962,black,grey
2c_contig_72,4528,71.156369,black,grey
2c_contig_73,3786,75.151793,black,grey
2c_contig_74,3126,69.402099,black,grey
2c_contig_75,2899,70.882353,black,grey
2c_contig_76,2890,71.853537,black,grey
2c_contig_77,2182,73.750119,black,grey
2c_contig_78,1900,134.586945,black,grey
2c_contig_79,1829,401.535959,black,grey
2c_contig_80,1615,104.609883,black,grey
2c_contig_81,1407,150.829323,black,grey
2c_contig_82,1384,138.009946,black,grey
2c_contig_83,1302,286.622857,black,grey
2c_contig_84,1217,150.602632,black,grey
2c_contig_85,1184,140.714544,black,grey
2c_contig_86,1145,103.882022,black,grey
2c_contig_87,1014,142.289221,black,grey
