ContigId,ContigLength,ContigCoverage,circle,fill
5d_contig_1,390268,51.899698,black,grey
5d_contig_2,383087,49.456589,black,grey
5d_contig_3,323805,57.985479,black,grey
5d_contig_4,293329,54.000317,black,grey
5d_contig_5,285542,53.447547,black,grey
5d_contig_6,277687,53.032272,black,grey
5d_contig_7,244667,52.847970,black,grey
5d_contig_8,224075,55.052969,black,grey
5d_contig_9,195824,52.287136,black,grey
5d_contig_10,175347,52.560330,black,grey
5d_contig_11,172090,51.388686,black,grey
5d_contig_12,157170,55.447741,black,grey
5d_contig_13,154382,55.890315,black,grey
5d_contig_14,149039,53.084142,black,grey
5d_contig_15,148697,53.471168,black,grey
5d_contig_16,147642,54.308786,black,grey
5d_contig_17,141744,54.806476,black,grey
5d_contig_18,115778,55.876570,black,grey
5d_contig_19,115244,50.661700,black,grey
5d_contig_20,111599,58.787593,black,grey
5d_contig_21,107189,53.509168,black,grey
5d_contig_22,100601,55.874159,black,grey
5d_contig_23,95822,53.282939,black,grey
5d_contig_24,95178,57.140608,black,grey
5d_contig_25,95010,55.297915,black,grey
5d_contig_26,91517,55.201629,black,grey
5d_contig_27,91362,51.741611,black,grey
5d_contig_28,87525,50.369923,black,grey
5d_contig_29,84626,57.113851,black,grey
5d_contig_30,83449,55.203582,black,grey
5d_contig_31,82018,55.465652,black,grey
5d_contig_32,80647,52.972819,black,grey
5d_contig_33,80602,54.799317,black,grey
5d_contig_34,68179,52.643608,black,grey
5d_contig_35,63697,50.521125,black,grey
5d_contig_36,62267,56.256424,black,grey
5d_contig_37,61514,53.943682,black,grey
5d_contig_38,59876,60.165019,black,grey
5d_contig_39,53106,57.143808,black,grey
5d_contig_40,50453,54.920041,black,grey
5d_contig_41,47758,59.923827,black,grey
5d_contig_42,43759,53.906758,black,grey
5d_contig_43,43334,50.830016,black,grey
5d_contig_44,42654,57.340184,black,grey
5d_contig_45,38789,54.974478,black,grey
5d_contig_46,35823,55.053656,black,grey
5d_contig_47,31924,54.984520,black,grey
5d_contig_48,28328,60.755513,black,grey
5d_contig_49,26586,69.459768,black,grey
5d_contig_50,26199,57.775209,black,grey
5d_contig_51,24849,54.122033,black,grey
5d_contig_52,23739,56.306483,black,grey
5d_contig_53,23322,51.507507,black,grey
5d_contig_54,21533,57.651053,black,grey
5d_contig_55,18518,53.747899,black,grey
5d_contig_56,18447,57.235438,black,grey
5d_contig_57,16831,50.198460,black,grey
5d_contig_58,15932,61.041880,black,grey
5d_contig_59,12457,58.002019,black,grey
5d_contig_60,9610,60.408476,black,grey
5d_contig_61,9232,61.160786,black,grey
5d_contig_62,8868,54.849733,black,grey
5d_contig_63,7013,55.588956,black,grey
5d_contig_64,6801,55.314842,black,grey
5d_contig_65,6390,56.281166,black,grey
5d_contig_66,5249,56.564192,black,grey
5d_contig_67,4830,50.790027,black,grey
5d_contig_68,4825,332.975569,black,grey
5d_contig_69,4603,58.591471,black,grey
5d_contig_70,4528,58.426421,black,grey
5d_contig_71,3786,59.059046,black,grey
5d_contig_72,3722,63.644993,black,grey
5d_contig_73,3432,57.881371,black,grey
5d_contig_74,3126,55.163660,black,grey
5d_contig_75,2555,4.237288,red,pink
5d_contig_76,2169,56.039675,black,grey
5d_contig_77,2085,0.874502,red,pink
5d_contig_78,1900,99.953374,black,grey
5d_contig_79,1615,80.132640,black,grey
5d_contig_80,1384,104.245601,black,grey
5d_contig_81,1302,222.257959,black,grey
5d_contig_82,1217,109.878947,black,grey
5d_contig_83,1184,101.718157,black,grey
5d_contig_84,1145,80.056180,black,grey
5d_contig_85,1140,1.843838,red,pink
5d_contig_86,1121,131.210728,black,grey
5d_contig_87,1038,1352.336108,black,grey
5d_contig_88,1014,108.250800,black,grey
