ContigId,ContigLength,ContigCoverage,circle,fill
3i_contig_1,447009,54.251698,black,grey
3i_contig_2,390312,53.540810,black,grey
3i_contig_3,311862,60.189198,black,grey
3i_contig_4,244666,54.769233,black,grey
3i_contig_5,243335,58.592618,black,grey
3i_contig_6,225175,58.743436,black,grey
3i_contig_7,165877,57.003860,black,grey
3i_contig_8,154384,57.254143,black,grey
3i_contig_9,149116,60.718845,black,grey
3i_contig_10,145934,55.575475,black,grey
3i_contig_11,145669,62.015420,black,grey
3i_contig_12,141772,56.092198,black,grey
3i_contig_13,135076,57.010304,black,grey
3i_contig_14,134498,58.067854,black,grey
3i_contig_15,133260,54.781571,black,grey
3i_contig_16,130509,57.902670,black,grey
3i_contig_17,123834,60.873534,black,grey
3i_contig_18,122658,63.914416,black,grey
3i_contig_19,121054,67.647305,black,grey
3i_contig_20,118560,59.546813,black,grey
3i_contig_21,117710,57.045429,black,grey
3i_contig_22,116116,55.187351,black,grey
3i_contig_23,115781,57.008988,black,grey
3i_contig_24,115778,60.289125,black,grey
3i_contig_25,111305,66.698862,black,grey
3i_contig_26,107196,55.281780,black,grey
3i_contig_27,105814,57.500411,black,grey
3i_contig_28,94636,56.768515,black,grey
3i_contig_29,91518,62.370971,black,grey
3i_contig_30,88454,59.291286,black,grey
3i_contig_31,87433,50.169765,black,grey
3i_contig_32,84676,61.862091,black,grey
3i_contig_33,81592,55.525339,black,grey
3i_contig_34,80603,60.922485,black,grey
3i_contig_35,79633,55.319838,black,grey
3i_contig_36,79618,53.831973,black,grey
3i_contig_37,75788,58.942888,black,grey
3i_contig_38,72424,57.888371,black,grey
3i_contig_39,65077,60.167800,black,grey
3i_contig_40,62267,57.950539,black,grey
3i_contig_41,61515,55.443569,black,grey
3i_contig_42,61242,58.653135,black,grey
3i_contig_43,56896,58.009310,black,grey
3i_contig_44,54927,58.990009,black,grey
3i_contig_45,50453,60.729713,black,grey
3i_contig_46,47758,64.205008,black,grey
3i_contig_47,44510,54.155425,black,grey
3i_contig_48,44089,50.837408,black,grey
3i_contig_49,43806,56.057033,black,grey
3i_contig_50,35869,56.182359,black,grey
3i_contig_51,32796,52.905254,black,grey
3i_contig_52,29322,57.240451,black,grey
3i_contig_53,27269,61.106208,black,grey
3i_contig_54,26199,59.877651,black,grey
3i_contig_55,25156,57.619722,black,grey
3i_contig_56,24938,63.709304,black,grey
3i_contig_57,23739,61.783366,black,grey
3i_contig_58,23321,55.969799,black,grey
3i_contig_59,21772,55.309749,black,grey
3i_contig_60,21300,58.624417,black,grey
3i_contig_61,18913,81.633574,black,grey
3i_contig_62,18719,59.834513,black,grey
3i_contig_63,18518,58.862372,black,grey
3i_contig_64,17377,71.612601,black,grey
3i_contig_65,16936,55.417640,black,grey
3i_contig_66,15466,56.808305,black,grey
3i_contig_67,13572,55.225787,black,grey
3i_contig_68,9610,64.743837,black,grey
3i_contig_69,8894,60.607009,black,grey
3i_contig_70,7827,68.041161,black,grey
3i_contig_71,6906,68.585005,black,grey
3i_contig_72,6801,61.416865,black,grey
3i_contig_73,5248,58.687295,black,grey
3i_contig_74,4603,66.683827,black,grey
3i_contig_75,4528,67.167153,black,grey
3i_contig_76,3786,64.760313,black,grey
3i_contig_77,3722,51.216461,black,grey
3i_contig_78,3548,63.559493,black,grey
3i_contig_79,3126,65.779600,black,grey
3i_contig_80,2900,50.280198,black,grey
3i_contig_81,2114,363.565047,black,grey
3i_contig_82,1900,113.465167,black,grey
3i_contig_83,1615,90.940182,black,grey
3i_contig_84,1539,163.028044,black,grey
3i_contig_85,1384,115.166029,black,grey
3i_contig_86,1302,235.560816,black,grey
3i_contig_87,1217,115.292982,black,grey
3i_contig_88,1184,120.943993,black,grey
3i_contig_89,1145,90.155431,black,grey
3i_contig_90,1026,1703.122234,black,grey
3i_contig_91,1014,130.443970,black,grey
