ContigId,ContigLength,ContigCoverage,circle,fill
5a_contig_1,447300,49.647317,black,grey
5a_contig_2,317830,60.320913,black,grey
5a_contig_3,268641,48.657478,black,grey
5a_contig_4,248027,52.012857,black,grey
5a_contig_5,244398,54.610652,black,grey
5a_contig_6,243542,57.852049,black,grey
5a_contig_7,242422,50.926860,black,grey
5a_contig_8,226385,59.162570,black,grey
5a_contig_9,203075,52.369757,black,grey
5a_contig_10,175135,57.427538,black,grey
5a_contig_11,165664,49.438458,black,grey
5a_contig_12,163610,55.397889,black,grey
5a_contig_13,156296,64.052778,black,grey
5a_contig_14,154384,60.171029,black,grey
5a_contig_15,149116,63.628896,black,grey
5a_contig_16,148055,58.444309,black,grey
5a_contig_17,139493,48.719057,black,grey
5a_contig_18,130771,46.530629,black,grey
5a_contig_19,123832,66.696376,black,grey
5a_contig_20,121053,70.792372,black,grey
5a_contig_21,115778,65.549520,black,grey
5a_contig_22,112469,60.010926,black,grey
5a_contig_23,110726,54.597466,black,grey
5a_contig_24,107196,52.387924,black,grey
5a_contig_25,95010,58.290257,black,grey
5a_contig_26,94636,46.253704,black,grey
5a_contig_27,81387,44.789325,black,grey
5a_contig_28,80604,55.182361,black,grey
5a_contig_29,79618,50.012811,black,grey
5a_contig_30,78598,46.576292,black,grey
5a_contig_31,75388,53.828418,black,grey
5a_contig_32,74319,62.175009,black,grey
5a_contig_33,68182,48.762837,black,grey
5a_contig_34,67516,58.444238,black,grey
5a_contig_35,63574,65.983684,black,grey
5a_contig_36,62384,47.090295,black,grey
5a_contig_37,62267,57.554607,black,grey
5a_contig_38,61516,51.648432,black,grey
5a_contig_39,59849,45.871930,black,grey
5a_contig_40,54928,63.815537,black,grey
5a_contig_41,52920,62.700074,black,grey
5a_contig_42,50453,51.349909,black,grey
5a_contig_43,47792,62.184198,black,grey
5a_contig_44,45524,52.399828,black,grey
5a_contig_45,43712,59.647485,black,grey
5a_contig_46,43343,47.264503,black,grey
5a_contig_47,35850,59.019568,black,grey
5a_contig_48,35624,48.757814,black,grey
5a_contig_49,32399,53.250820,black,grey
5a_contig_50,29289,67.308948,black,grey
5a_contig_51,28328,66.091501,black,grey
5a_contig_52,26199,66.949736,black,grey
5a_contig_53,24895,65.985172,black,grey
5a_contig_54,24731,46.429139,black,grey
5a_contig_55,24517,50.310597,black,grey
5a_contig_56,23739,58.417420,black,grey
5a_contig_57,22658,67.442496,black,grey
5a_contig_58,21772,52.120442,black,grey
5a_contig_59,18913,96.003238,black,grey
5a_contig_60,18518,49.926848,black,grey
5a_contig_61,18258,85.612233,black,grey
5a_contig_62,17377,73.594277,black,grey
5a_contig_63,15466,60.267789,black,grey
5a_contig_64,9610,56.024337,black,grey
5a_contig_65,8868,75.121829,black,grey
5a_contig_66,8823,62.495198,black,grey
5a_contig_67,8618,62.243297,black,grey
5a_contig_68,7826,63.370887,black,grey
5a_contig_69,6906,55.834969,black,grey
5a_contig_70,6801,56.773647,black,grey
5a_contig_71,5440,41.803841,black,grey
5a_contig_72,5248,53.797525,black,grey
5a_contig_73,4603,52.836500,black,grey
5a_contig_74,4576,348.833963,black,grey
5a_contig_75,4528,51.326443,black,grey
5a_contig_76,4398,68.068503,black,grey
5a_contig_77,3786,51.373686,black,grey
5a_contig_78,3735,67.885183,black,grey
5a_contig_79,3126,47.924893,black,grey
5a_contig_80,2890,68.666548,black,grey
5a_contig_81,2182,63.454157,black,grey
5a_contig_82,1900,111.961053,black,grey
5a_contig_83,1615,79.118986,black,grey
5a_contig_84,1539,185.628591,black,grey
5a_contig_85,1384,93.364958,black,grey
5a_contig_86,1302,223.420408,black,grey
5a_contig_87,1217,110.722807,black,grey
5a_contig_88,1184,110.256549,black,grey
5a_contig_89,1145,93.207865,black,grey
5a_contig_90,1028,1.250263,red,pink
5a_contig_91,1014,107.879402,black,grey
