ContigId,ContigLength,ContigCoverage,circle,fill
5f_contig_1,612021,87.497510,black,grey
5f_contig_2,446341,72.918391,black,grey
5f_contig_3,390326,76.013573,black,grey
5f_contig_4,277398,80.239661,black,grey
5f_contig_5,268609,80.394050,black,grey
5f_contig_6,244407,77.342619,black,grey
5f_contig_7,243365,83.349808,black,grey
5f_contig_8,227020,82.670873,black,grey
5f_contig_9,175560,80.007494,black,grey
5f_contig_10,172090,75.767628,black,grey
5f_contig_11,165859,77.832533,black,grey
5f_contig_12,156164,81.277441,black,grey
5f_contig_13,154384,80.788513,black,grey
5f_contig_14,149115,85.478106,black,grey
5f_contig_15,139498,76.396906,black,grey
5f_contig_16,130753,77.069470,black,grey
5f_contig_17,121097,84.917460,black,grey
5f_contig_18,116153,85.211448,black,grey
5f_contig_19,115778,85.965480,black,grey
5f_contig_20,112865,94.835364,black,grey
5f_contig_21,110714,80.034238,black,grey
5f_contig_22,107196,79.031516,black,grey
5f_contig_23,105813,75.010772,black,grey
5f_contig_24,95010,79.558794,black,grey
5f_contig_25,94636,75.972821,black,grey
5f_contig_26,93424,80.949265,black,grey
5f_contig_27,91516,85.122617,black,grey
5f_contig_28,88440,83.841167,black,grey
5f_contig_29,80605,81.609391,black,grey
5f_contig_30,79618,77.216970,black,grey
5f_contig_31,78766,92.611343,black,grey
5f_contig_32,67458,84.667903,black,grey
5f_contig_33,67424,80.687469,black,grey
5f_contig_34,65152,77.816120,black,grey
5f_contig_35,62267,84.295803,black,grey
5f_contig_36,61516,79.209037,black,grey
5f_contig_37,61118,93.637162,black,grey
5f_contig_38,59617,96.329678,black,grey
5f_contig_39,56470,84.768039,black,grey
5f_contig_40,50453,86.284322,black,grey
5f_contig_41,47758,88.167153,black,grey
5f_contig_42,43806,79.499234,black,grey
5f_contig_43,43225,78.722954,black,grey
5f_contig_44,35786,78.744546,black,grey
5f_contig_45,34980,84.883821,black,grey
5f_contig_46,32399,99.088144,black,grey
5f_contig_47,28328,85.012141,black,grey
5f_contig_48,27264,86.250966,black,grey
5f_contig_49,26199,85.620550,black,grey
5f_contig_50,24517,79.533756,black,grey
5f_contig_51,23739,86.097456,black,grey
5f_contig_52,21774,79.575056,black,grey
5f_contig_53,18913,110.788596,black,grey
5f_contig_54,18518,77.137357,black,grey
5f_contig_55,17380,86.318731,black,grey
5f_contig_56,15466,77.581844,black,grey
5f_contig_57,9610,86.825239,black,grey
5f_contig_58,8887,83.024745,black,grey
5f_contig_59,8823,88.735879,black,grey
5f_contig_60,7966,95.012549,black,grey
5f_contig_61,7835,90.342356,black,grey
5f_contig_62,7828,86.827377,black,grey
5f_contig_63,6906,85.547372,black,grey
5f_contig_64,6801,76.901547,black,grey
5f_contig_65,5248,76.389480,black,grey
5f_contig_66,5146,77.397317,black,grey
5f_contig_67,4528,86.217479,black,grey
5f_contig_68,4495,79.191263,black,grey
5f_contig_69,4180,456.567390,black,grey
5f_contig_70,4006,71.535251,black,grey
5f_contig_71,3786,84.150175,black,grey
5f_contig_72,3126,82.498196,black,grey
5f_contig_73,2895,65.984741,black,grey
5f_contig_74,1924,0.727666,red,pink
5f_contig_75,1900,159.121777,black,grey
5f_contig_76,1384,153.831676,black,grey
5f_contig_77,1302,335.750204,black,grey
5f_contig_78,1217,150.256140,black,grey
5f_contig_79,1184,149.305330,black,grey
5f_contig_80,1159,0.529575,red,pink
5f_contig_81,1145,125.059925,black,grey
5f_contig_82,1121,195.108238,black,grey
5f_contig_83,1014,167.637140,black,grey
