ContigId,ContigLength,ContigCoverage,circle,fill
7j_contig_1,407295,88.027310,black,grey
7j_contig_2,390375,75.801800,black,grey
7j_contig_3,311838,79.621171,black,grey
7j_contig_4,277599,79.370018,black,grey
7j_contig_5,244676,77.081260,black,grey
7j_contig_6,243365,82.476004,black,grey
7j_contig_7,241452,73.234991,black,grey
7j_contig_8,226351,84.214033,black,grey
7j_contig_9,222782,80.123890,black,grey
7j_contig_10,216215,79.553868,black,grey
7j_contig_11,204248,71.581708,black,grey
7j_contig_12,200055,87.830441,black,grey
7j_contig_13,195257,77.850528,black,grey
7j_contig_14,182208,81.293157,black,grey
7j_contig_15,175422,78.261998,black,grey
7j_contig_16,166094,77.537632,black,grey
7j_contig_17,165872,81.770717,black,grey
7j_contig_18,159134,74.684440,black,grey
7j_contig_19,154384,79.737083,black,grey
7j_contig_20,139493,75.388772,black,grey
7j_contig_21,123834,87.029348,black,grey
7j_contig_22,121163,85.201386,black,grey
7j_contig_23,115778,88.084139,black,grey
7j_contig_24,111327,86.750957,black,grey
7j_contig_25,110179,84.883363,black,grey
7j_contig_26,107190,80.399102,black,grey
7j_contig_27,95010,78.677004,black,grey
7j_contig_28,94639,76.326727,black,grey
7j_contig_29,91712,84.451923,black,grey
7j_contig_30,87526,73.095862,black,grey
7j_contig_31,80603,80.978603,black,grey
7j_contig_32,70340,86.085721,black,grey
7j_contig_33,62267,83.477344,black,grey
7j_contig_34,61515,79.627348,black,grey
7j_contig_35,54922,82.827332,black,grey
7j_contig_36,47793,87.053483,black,grey
7j_contig_37,43808,77.609842,black,grey
7j_contig_38,38785,110.948667,black,grey
7j_contig_39,35836,79.718868,black,grey
7j_contig_40,32020,81.782331,black,grey
7j_contig_41,28328,84.957736,black,grey
7j_contig_42,27278,85.691739,black,grey
7j_contig_43,26586,104.279980,black,grey
7j_contig_44,26199,89.144476,black,grey
7j_contig_45,24935,86.243744,black,grey
7j_contig_46,23739,85.088665,black,grey
7j_contig_47,21772,79.415580,black,grey
7j_contig_48,18518,78.717694,black,grey
7j_contig_49,18447,81.716875,black,grey
7j_contig_50,17377,86.111214,black,grey
7j_contig_51,15466,78.178504,black,grey
7j_contig_52,13097,75.890937,black,grey
7j_contig_53,9610,86.016050,black,grey
7j_contig_54,8887,81.536663,black,grey
7j_contig_55,6801,79.796996,black,grey
7j_contig_56,5699,444.051939,black,grey
7j_contig_57,5248,79.869658,black,grey
7j_contig_58,4603,81.377817,black,grey
7j_contig_59,4528,86.508650,black,grey
7j_contig_60,3786,84.799137,black,grey
7j_contig_61,3722,77.027160,black,grey
7j_contig_62,3126,82.376845,black,grey
7j_contig_63,2833,71.345428,black,grey
7j_contig_64,1900,160.527153,black,grey
7j_contig_65,1615,114.828999,black,grey
7j_contig_66,1384,154.544759,black,grey
7j_contig_67,1302,319.124898,black,grey
7j_contig_68,1217,138.013158,black,grey
7j_contig_69,1184,144.205962,black,grey
7j_contig_70,1161,181.014760,black,grey
7j_contig_71,1145,121.243446,black,grey
7j_contig_72,1139,1962.598870,black,grey
7j_contig_73,1121,192.103448,black,grey
