ContigId,ContigLength,ContigCoverage,circle,fill
8e_contig_1,390375,74.129119,black,grey
8e_contig_2,346576,82.306085,black,grey
8e_contig_3,262940,86.550838,black,grey
8e_contig_4,244666,75.914820,black,grey
8e_contig_5,243365,81.650287,black,grey
8e_contig_6,233399,70.865675,black,grey
8e_contig_7,224935,82.268863,black,grey
8e_contig_8,221109,79.226935,black,grey
8e_contig_9,207775,83.475782,black,grey
8e_contig_10,206553,69.611902,black,grey
8e_contig_11,195839,75.309330,black,grey
8e_contig_12,175689,78.656567,black,grey
8e_contig_13,172090,73.257417,black,grey
8e_contig_14,165883,76.011942,black,grey
8e_contig_15,165876,80.067099,black,grey
8e_contig_16,161307,79.175532,black,grey
8e_contig_17,154384,79.714336,black,grey
8e_contig_18,149085,88.001040,black,grey
8e_contig_19,123834,89.103420,black,grey
8e_contig_20,122664,77.737925,black,grey
8e_contig_21,122620,94.144309,black,grey
8e_contig_22,116310,79.491005,black,grey
8e_contig_23,115778,88.988150,black,grey
8e_contig_24,115249,73.141797,black,grey
8e_contig_25,111304,91.015437,black,grey
8e_contig_26,107190,78.325955,black,grey
8e_contig_27,95010,76.946963,black,grey
8e_contig_28,94639,73.992291,black,grey
8e_contig_29,91531,83.936460,black,grey
8e_contig_30,90806,76.762777,black,grey
8e_contig_31,87525,72.325668,black,grey
8e_contig_32,83565,85.344564,black,grey
8e_contig_33,80603,79.554765,black,grey
8e_contig_34,79618,74.466011,black,grey
8e_contig_35,70351,87.461935,black,grey
8e_contig_36,68192,82.948132,black,grey
8e_contig_37,62267,83.116385,black,grey
8e_contig_38,61516,77.901463,black,grey
8e_contig_39,52956,89.602508,black,grey
8e_contig_40,50453,88.747896,black,grey
8e_contig_41,47758,84.971750,black,grey
8e_contig_42,43760,80.183573,black,grey
8e_contig_43,38781,62.675124,black,grey
8e_contig_44,35846,79.288127,black,grey
8e_contig_45,34664,80.061237,black,grey
8e_contig_46,28328,86.035185,black,grey
8e_contig_47,26586,101.710061,black,grey
8e_contig_48,26199,88.006967,black,grey
8e_contig_49,24895,86.366266,black,grey
8e_contig_50,23739,86.329558,black,grey
8e_contig_51,23255,74.098067,black,grey
8e_contig_52,18732,90.660198,black,grey
8e_contig_53,18518,74.992137,black,grey
8e_contig_54,18447,76.391617,black,grey
8e_contig_55,17381,84.738789,black,grey
8e_contig_56,15466,78.307687,black,grey
8e_contig_57,9610,82.328018,black,grey
8e_contig_58,8900,78.616570,black,grey
8e_contig_59,6908,66.680867,black,grey
8e_contig_60,6801,80.071089,black,grey
8e_contig_61,5248,78.164958,black,grey
8e_contig_62,4603,86.419134,black,grey
8e_contig_63,4576,444.788397,black,grey
8e_contig_64,4528,89.131206,black,grey
8e_contig_65,3786,82.449447,black,grey
8e_contig_66,3722,75.937449,black,grey
8e_contig_67,3126,86.101673,black,grey
8e_contig_68,2889,72.922119,black,grey
8e_contig_69,1900,148.625891,black,grey
8e_contig_70,1384,160.774292,black,grey
8e_contig_71,1302,340.120000,black,grey
8e_contig_72,1217,135.747368,black,grey
8e_contig_73,1184,166.985547,black,grey
8e_contig_74,1145,128.994382,black,grey
8e_contig_75,1121,171.630268,black,grey
8e_contig_76,1038,1877.873049,black,grey
8e_contig_77,1014,172.069370,black,grey
