ContigId,ContigLength,ContigCoverage,circle,fill
6j_contig_1,446705,58.725772,black,grey
6j_contig_2,439126,77.794916,black,grey
6j_contig_3,390305,64.105707,black,grey
6j_contig_4,311838,66.633463,black,grey
6j_contig_5,293312,71.087974,black,grey
6j_contig_6,277452,68.600314,black,grey
6j_contig_7,244666,64.653742,black,grey
6j_contig_8,243365,71.572848,black,grey
6j_contig_9,223945,68.765974,black,grey
6j_contig_10,216191,68.072966,black,grey
6j_contig_11,201178,73.354041,black,grey
6j_contig_12,175451,67.269202,black,grey
6j_contig_13,172090,61.759582,black,grey
6j_contig_14,166366,70.246775,black,grey
6j_contig_15,166005,65.535208,black,grey
6j_contig_16,154384,70.960831,black,grey
6j_contig_17,141742,66.025469,black,grey
6j_contig_18,139493,61.868293,black,grey
6j_contig_19,130753,63.801532,black,grey
6j_contig_20,123834,74.128962,black,grey
6j_contig_21,111326,79.586873,black,grey
6j_contig_22,107191,66.638199,black,grey
6j_contig_23,96814,68.749630,black,grey
6j_contig_24,95010,68.093097,black,grey
6j_contig_25,94639,61.879624,black,grey
6j_contig_26,91518,70.963627,black,grey
6j_contig_27,87526,59.910005,black,grey
6j_contig_28,84616,73.966382,black,grey
6j_contig_29,80603,68.934903,black,grey
6j_contig_30,77479,73.028333,black,grey
6j_contig_31,70406,72.156649,black,grey
6j_contig_32,65062,67.319366,black,grey
6j_contig_33,62296,68.468169,black,grey
6j_contig_34,61516,66.977994,black,grey
6j_contig_35,57246,69.894751,black,grey
6j_contig_36,47758,82.856421,black,grey
6j_contig_37,43808,69.620155,black,grey
6j_contig_38,38785,38.553942,black,grey
6j_contig_39,35847,68.252782,black,grey
6j_contig_40,29495,70.402271,black,grey
6j_contig_41,29162,65.822589,black,grey
6j_contig_42,28328,83.262008,black,grey
6j_contig_43,26586,102.517296,black,grey
6j_contig_44,26199,71.194702,black,grey
6j_contig_45,24895,69.903981,black,grey
6j_contig_46,24565,78.307824,black,grey
6j_contig_47,23739,78.248711,black,grey
6j_contig_48,21772,67.007467,black,grey
6j_contig_49,18518,66.919636,black,grey
6j_contig_50,18447,72.643059,black,grey
6j_contig_51,17377,88.208092,black,grey
6j_contig_52,15466,81.923452,black,grey
6j_contig_53,9610,88.809609,black,grey
6j_contig_54,8887,78.568218,black,grey
6j_contig_55,6801,81.955979,black,grey
6j_contig_56,5248,74.746084,black,grey
6j_contig_57,4603,84.567388,black,grey
6j_contig_58,4576,585.517893,black,grey
6j_contig_59,4528,74.238149,black,grey
6j_contig_60,3914,78.805577,black,grey
6j_contig_61,3786,73.761391,black,grey
6j_contig_62,3722,84.277641,black,grey
6j_contig_63,3126,73.024926,black,grey
6j_contig_64,2870,86.563194,black,grey
6j_contig_65,1900,140.193088,black,grey
6j_contig_66,1615,115.742523,black,grey
6j_contig_67,1384,139.140015,black,grey
6j_contig_68,1302,300.235918,black,grey
6j_contig_69,1241,1548.103952,black,grey
6j_contig_70,1217,141.880702,black,grey
6j_contig_71,1184,128.025294,black,grey
6j_contig_72,1145,103.554307,black,grey
6j_contig_73,1121,174.475096,black,grey
6j_contig_74,1014,139.844184,black,grey
