ContigId,ContigLength,ContigCoverage,circle,fill
4i_contig_1,447337,53.550022,black,grey
4i_contig_2,311803,56.581774,black,grey
4i_contig_3,248027,55.215483,black,grey
4i_contig_4,244666,51.818189,black,grey
4i_contig_5,243351,55.127798,black,grey
4i_contig_6,242422,50.472644,black,grey
4i_contig_7,223808,54.036271,black,grey
4i_contig_8,176215,56.181341,black,grey
4i_contig_9,175472,52.479113,black,grey
4i_contig_10,169950,53.750884,black,grey
4i_contig_11,166367,54.178748,black,grey
4i_contig_12,166052,51.904986,black,grey
4i_contig_13,161409,53.126720,black,grey
4i_contig_14,149115,57.867255,black,grey
4i_contig_15,148059,52.119447,black,grey
4i_contig_16,141783,52.624815,black,grey
4i_contig_17,139493,54.602076,black,grey
4i_contig_18,135076,54.031541,black,grey
4i_contig_19,130681,54.893074,black,grey
4i_contig_20,123833,56.999095,black,grey
4i_contig_21,121228,55.789428,black,grey
4i_contig_22,121053,63.286958,black,grey
4i_contig_23,116332,53.511995,black,grey
4i_contig_24,115778,56.144173,black,grey
4i_contig_25,107190,52.318925,black,grey
4i_contig_26,105814,54.143772,black,grey
4i_contig_27,96472,53.010581,black,grey
4i_contig_28,95010,52.221641,black,grey
4i_contig_29,94641,54.136775,black,grey
4i_contig_30,91517,57.583311,black,grey
4i_contig_31,88467,58.887657,black,grey
4i_contig_32,88384,55.707871,black,grey
4i_contig_33,87432,50.714922,black,grey
4i_contig_34,84640,57.510814,black,grey
4i_contig_35,80604,57.011574,black,grey
4i_contig_36,80404,73.423120,black,grey
4i_contig_37,79618,52.395570,black,grey
4i_contig_38,65157,57.371005,black,grey
4i_contig_39,62267,54.542354,black,grey
4i_contig_40,61516,52.654649,black,grey
4i_contig_41,54942,54.908412,black,grey
4i_contig_42,50453,58.127759,black,grey
4i_contig_43,47758,61.276672,black,grey
4i_contig_44,45534,54.660822,black,grey
4i_contig_45,44510,56.176040,black,grey
4i_contig_46,44089,50.268699,black,grey
4i_contig_47,43806,53.276796,black,grey
4i_contig_48,41012,56.617051,black,grey
4i_contig_49,38314,62.056254,black,grey
4i_contig_50,35808,53.241051,black,grey
4i_contig_51,31877,53.980660,black,grey
4i_contig_52,30760,54.940162,black,grey
4i_contig_53,27195,57.140976,black,grey
4i_contig_54,26199,56.814907,black,grey
4i_contig_55,24935,58.313621,black,grey
4i_contig_56,23739,57.165962,black,grey
4i_contig_57,21772,54.066236,black,grey
4i_contig_58,19107,65.193379,black,grey
4i_contig_59,18913,76.920843,black,grey
4i_contig_60,18518,56.652785,black,grey
4i_contig_61,17377,68.601098,black,grey
4i_contig_62,9610,59.543271,black,grey
4i_contig_63,8886,58.389488,black,grey
4i_contig_64,7826,66.296167,black,grey
4i_contig_65,6906,64.494216,black,grey
4i_contig_66,6801,55.577781,black,grey
4i_contig_67,5248,54.146587,black,grey
4i_contig_68,4726,65.085825,black,grey
4i_contig_69,4603,61.315289,black,grey
4i_contig_70,3786,65.601779,black,grey
4i_contig_71,3722,47.400549,black,grey
4i_contig_72,3548,60.980409,black,grey
4i_contig_73,3126,59.041653,black,grey
4i_contig_74,2956,44.225425,black,grey
4i_contig_75,1900,117.071311,black,grey
4i_contig_76,1615,82.341352,black,grey
4i_contig_77,1539,151.006840,black,grey
4i_contig_78,1495,60.549365,black,grey
4i_contig_79,1384,106.203520,black,grey
4i_contig_80,1302,238.381224,black,grey
4i_contig_81,1217,115.446491,black,grey
4i_contig_82,1184,105.934959,black,grey
4i_contig_83,1173,142.401460,black,grey
4i_contig_84,1145,87.226592,black,grey
4i_contig_85,1132,357.054976,black,grey
4i_contig_86,1014,114.667022,black,grey
