ContigId,ContigLength,ContigCoverage,circle,fill
1b_contig_1,329574,60.795148,black,grey
1b_contig_2,293384,58.631141,black,grey
1b_contig_3,277437,60.589908,black,grey
1b_contig_4,244667,61.340353,black,grey
1b_contig_5,243171,59.866434,black,grey
1b_contig_6,241452,58.734103,black,grey
1b_contig_7,239422,59.788540,black,grey
1b_contig_8,223687,60.303032,black,grey
1b_contig_9,206106,62.089254,black,grey
1b_contig_10,204248,56.053426,black,grey
1b_contig_11,195782,58.847020,black,grey
1b_contig_12,172090,58.358159,black,grey
1b_contig_13,166146,59.173211,black,grey
1b_contig_14,161260,59.004976,black,grey
1b_contig_15,154385,63.692563,black,grey
1b_contig_16,146348,59.427624,black,grey
1b_contig_17,141786,60.594578,black,grey
1b_contig_18,139494,58.929887,black,grey
1b_contig_19,133338,58.923031,black,grey
1b_contig_20,115776,58.491085,black,grey
1b_contig_21,111346,62.113832,black,grey
1b_contig_22,107189,59.478677,black,grey
1b_contig_23,95010,60.018634,black,grey
1b_contig_24,91517,57.509580,black,grey
1b_contig_25,91362,57.814296,black,grey
1b_contig_26,87775,58.008803,black,grey
1b_contig_27,85719,61.899115,black,grey
1b_contig_28,84630,64.108429,black,grey
1b_contig_29,81334,66.676803,black,grey
1b_contig_30,80603,59.843777,black,grey
1b_contig_31,79618,60.976050,black,grey
1b_contig_32,77657,60.022648,black,grey
1b_contig_33,70286,64.248544,black,grey
1b_contig_34,69286,60.404673,black,grey
1b_contig_35,68483,63.502485,black,grey
1b_contig_36,68164,54.551045,black,grey
1b_contig_37,67961,59.424003,black,grey
1b_contig_38,62267,59.183518,black,grey
1b_contig_39,61514,60.059085,black,grey
1b_contig_40,59617,66.627209,black,grey
1b_contig_41,54925,61.305663,black,grey
1b_contig_42,53038,61.950001,black,grey
1b_contig_43,50453,56.183679,black,grey
1b_contig_44,49283,57.473093,black,grey
1b_contig_45,47759,69.427079,black,grey
1b_contig_46,43759,61.132938,black,grey
1b_contig_47,42654,63.235197,black,grey
1b_contig_48,38940,66.315055,black,grey
1b_contig_49,38788,65.904652,black,grey
1b_contig_50,35847,60.079340,black,grey
1b_contig_51,29322,60.187861,black,grey
1b_contig_52,28328,65.972461,black,grey
1b_contig_53,27264,63.164123,black,grey
1b_contig_54,26586,74.774303,black,grey
1b_contig_55,26199,63.281870,black,grey
1b_contig_56,24895,63.461238,black,grey
1b_contig_57,23739,63.047587,black,grey
1b_contig_58,19555,62.763528,black,grey
1b_contig_59,18518,61.203243,black,grey
1b_contig_60,18446,65.911862,black,grey
1b_contig_61,15932,64.095049,black,grey
1b_contig_62,15467,58.068486,black,grey
1b_contig_63,9610,62.898038,black,grey
1b_contig_64,8907,61.422877,black,grey
1b_contig_65,6801,58.619126,black,grey
1b_contig_66,5249,60.090874,black,grey
1b_contig_67,4868,55.303694,black,grey
1b_contig_68,4603,62.632346,black,grey
1b_contig_69,4528,65.357448,black,grey
1b_contig_70,4179,57.489274,black,grey
1b_contig_71,3786,63.082232,black,grey
1b_contig_72,3722,46.829630,black,grey
1b_contig_73,3432,60.890611,black,grey
1b_contig_74,3126,60.860938,black,grey
1b_contig_75,2362,344.087527,black,grey
1b_contig_76,2312,297.136913,black,grey
1b_contig_77,2190,42.903928,black,grey
1b_contig_78,1900,125.539770,black,grey
1b_contig_79,1615,83.226268,black,grey
1b_contig_80,1384,115.970161,black,grey
1b_contig_81,1302,256.824490,black,grey
1b_contig_82,1241,155.176976,black,grey
1b_contig_83,1217,123.765789,black,grey
1b_contig_84,1184,124.081301,black,grey
1b_contig_85,1145,111.029963,black,grey
1b_contig_86,1132,321.218957,black,grey
1b_contig_87,1014,124.522946,black,grey
