ContigId,ContigLength,ContigCoverage,circle,fill
3b_contig_1,444581,80.080301,black,grey
3b_contig_2,390361,72.193544,black,grey
3b_contig_3,312444,80.647668,black,grey
3b_contig_4,244666,73.098005,black,grey
3b_contig_5,243365,78.314660,black,grey
3b_contig_6,241453,70.184438,black,grey
3b_contig_7,216215,76.079829,black,grey
3b_contig_8,204248,69.104006,black,grey
3b_contig_9,189436,83.891629,black,grey
3b_contig_10,172090,72.061420,black,grey
3b_contig_11,166046,78.667450,black,grey
3b_contig_12,156330,75.950471,black,grey
3b_contig_13,154384,74.348157,black,grey
3b_contig_14,145579,89.049360,black,grey
3b_contig_15,141791,75.528353,black,grey
3b_contig_16,139493,72.701074,black,grey
3b_contig_17,133195,73.782291,black,grey
3b_contig_18,130685,74.631286,black,grey
3b_contig_19,123832,79.655367,black,grey
3b_contig_20,115980,74.456709,black,grey
3b_contig_21,115778,80.608102,black,grey
3b_contig_22,111327,85.555299,black,grey
3b_contig_23,110179,81.531807,black,grey
3b_contig_24,107196,76.491089,black,grey
3b_contig_25,96831,77.369411,black,grey
3b_contig_26,95080,79.820100,black,grey
3b_contig_27,95010,75.269896,black,grey
3b_contig_28,94639,72.623401,black,grey
3b_contig_29,91517,79.064337,black,grey
3b_contig_30,87525,70.545135,black,grey
3b_contig_31,84675,81.675205,black,grey
3b_contig_32,80604,77.751015,black,grey
3b_contig_33,78077,74.467487,black,grey
3b_contig_34,66386,75.635223,black,grey
3b_contig_35,65551,75.901976,black,grey
3b_contig_36,65167,74.626517,black,grey
3b_contig_37,64962,75.734392,black,grey
3b_contig_38,62267,79.074658,black,grey
3b_contig_39,61516,75.544980,black,grey
3b_contig_40,59186,72.270788,black,grey
3b_contig_41,51627,76.647624,black,grey
3b_contig_42,47758,83.687087,black,grey
3b_contig_43,43808,73.054424,black,grey
3b_contig_44,41843,78.789326,black,grey
3b_contig_45,39796,78.024094,black,grey
3b_contig_46,38784,70.269977,black,grey
3b_contig_47,35809,74.096748,black,grey
3b_contig_48,32816,73.225541,black,grey
3b_contig_49,30922,86.819971,black,grey
3b_contig_50,28328,78.712293,black,grey
3b_contig_51,26586,101.827606,black,grey
3b_contig_52,26199,80.845111,black,grey
3b_contig_53,24464,90.279657,black,grey
3b_contig_54,23739,81.784803,black,grey
3b_contig_55,21772,75.687163,black,grey
3b_contig_56,18518,72.848707,black,grey
3b_contig_57,18447,77.780512,black,grey
3b_contig_58,18096,74.050169,black,grey
3b_contig_59,17377,86.634046,black,grey
3b_contig_60,15466,65.927286,black,grey
3b_contig_61,12467,85.511219,black,grey
3b_contig_62,9610,82.009441,black,grey
3b_contig_63,8897,76.689683,black,grey
3b_contig_64,6801,76.303837,black,grey
3b_contig_65,5248,71.852253,black,grey
3b_contig_66,4603,73.373177,black,grey
3b_contig_67,4528,85.491350,black,grey
3b_contig_68,3786,78.341602,black,grey
3b_contig_69,3722,60.549794,black,grey
3b_contig_70,3132,465.056628,black,grey
3b_contig_71,3126,81.084290,black,grey
3b_contig_72,2950,56.847546,black,grey
3b_contig_73,1900,161.626440,black,grey
3b_contig_74,1615,107.669051,black,grey
3b_contig_75,1384,139.192043,black,grey
3b_contig_76,1302,299.872653,black,grey
3b_contig_77,1217,142.035088,black,grey
3b_contig_78,1184,150.053297,black,grey
3b_contig_79,1161,194.556273,black,grey
3b_contig_80,1145,119.052434,black,grey
3b_contig_81,1121,175.743295,black,grey
3b_contig_82,1014,166.534685,black,grey
