ContigId,ContigLength,ContigCoverage,circle,fill
6c_contig_1,574510,66.887909,black,grey
6c_contig_2,446705,49.889700,black,grey
6c_contig_3,390375,51.681405,black,grey
6c_contig_4,311858,59.927831,black,grey
6c_contig_5,277588,58.792682,black,grey
6c_contig_6,242926,53.421299,black,grey
6c_contig_7,224025,63.681748,black,grey
6c_contig_8,175450,60.697274,black,grey
6c_contig_9,166363,61.699927,black,grey
6c_contig_10,166064,55.393380,black,grey
6c_contig_11,154384,55.882131,black,grey
6c_contig_12,147642,64.968685,black,grey
6c_contig_13,141771,57.254838,black,grey
6c_contig_14,139493,53.356853,black,grey
6c_contig_15,130788,54.948941,black,grey
6c_contig_16,123834,63.392842,black,grey
6c_contig_17,121048,80.533417,black,grey
6c_contig_18,115778,67.875567,black,grey
6c_contig_19,107210,59.175838,black,grey
6c_contig_20,105814,49.317552,black,grey
6c_contig_21,105617,57.622579,black,grey
6c_contig_22,95848,61.433304,black,grey
6c_contig_23,95010,58.626147,black,grey
6c_contig_24,94636,53.683605,black,grey
6c_contig_25,91516,65.497731,black,grey
6c_contig_26,88468,63.938512,black,grey
6c_contig_27,88467,67.962801,black,grey
6c_contig_28,80602,59.826327,black,grey
6c_contig_29,80002,49.524542,black,grey
6c_contig_30,79618,55.172138,black,grey
6c_contig_31,78765,81.636234,black,grey
6c_contig_32,77493,66.629986,black,grey
6c_contig_33,75277,56.310771,black,grey
6c_contig_34,68389,61.134222,black,grey
6c_contig_35,68224,64.655671,black,grey
6c_contig_36,62735,65.677312,black,grey
6c_contig_37,62476,55.054632,black,grey
6c_contig_38,62267,63.278453,black,grey
6c_contig_39,61516,58.921092,black,grey
6c_contig_40,52995,70.763691,black,grey
6c_contig_41,52805,67.216185,black,grey
6c_contig_42,50453,68.810624,black,grey
6c_contig_43,46080,58.980001,black,grey
6c_contig_44,44089,78.401050,black,grey
6c_contig_45,43896,57.301969,black,grey
6c_contig_46,37296,82.159515,black,grey
6c_contig_47,35847,60.512944,black,grey
6c_contig_48,33729,66.636782,black,grey
6c_contig_49,29935,82.449226,black,grey
6c_contig_50,29637,55.406055,black,grey
6c_contig_51,28328,66.614315,black,grey
6c_contig_52,26199,65.319654,black,grey
6c_contig_53,23739,67.797354,black,grey
6c_contig_54,21772,56.320258,black,grey
6c_contig_55,19107,82.818287,black,grey
6c_contig_56,18518,55.619543,black,grey
6c_contig_57,17377,73.242254,black,grey
6c_contig_58,17124,54.741303,black,grey
6c_contig_59,16408,57.155043,black,grey
6c_contig_60,15466,60.424719,black,grey
6c_contig_61,11617,92.824870,black,grey
6c_contig_62,9610,63.528165,black,grey
6c_contig_63,8899,106.909771,black,grey
6c_contig_64,8823,83.183398,black,grey
6c_contig_65,8566,63.462363,black,grey
6c_contig_66,7734,72.640199,black,grey
6c_contig_67,7373,88.128289,black,grey
6c_contig_68,6906,60.216576,black,grey
6c_contig_69,6801,57.975461,black,grey
6c_contig_70,5248,57.924386,black,grey
6c_contig_71,4726,73.544633,black,grey
6c_contig_72,4603,57.036456,black,grey
6c_contig_73,4583,62.848424,black,grey
6c_contig_74,4576,496.980885,black,grey
6c_contig_75,4447,110.996110,black,grey
6c_contig_76,4006,67.144821,black,grey
6c_contig_77,3786,63.265031,black,grey
6c_contig_78,3126,78.726140,black,grey
6c_contig_79,2878,48.088540,black,grey
6c_contig_80,2864,71.789020,black,grey
6c_contig_81,1900,114.203511,black,grey
6c_contig_82,1834,68.966420,black,grey
6c_contig_83,1615,89.486996,black,grey
6c_contig_84,1495,83.143865,black,grey
6c_contig_85,1384,110.383321,black,grey
6c_contig_86,1302,225.848163,black,grey
6c_contig_87,1217,101.612281,black,grey
6c_contig_88,1184,108.638663,black,grey
6c_contig_89,1173,155.562956,black,grey
6c_contig_90,1145,91.386704,black,grey
6c_contig_91,1121,144.508621,black,grey
6c_contig_92,1014,137.815368,black,grey
