ContigId,ContigLength,ContigCoverage,circle,fill
2g_contig_1,390375,68.586126,black,grey
2g_contig_2,293353,72.978652,black,grey
2g_contig_3,268631,69.499010,black,grey
2g_contig_4,244402,68.930985,black,grey
2g_contig_5,243365,72.417222,black,grey
2g_contig_6,241453,64.387868,black,grey
2g_contig_7,224069,70.084030,black,grey
2g_contig_8,204244,61.675344,black,grey
2g_contig_9,195824,68.932178,black,grey
2g_contig_10,175972,69.406612,black,grey
2g_contig_11,166363,71.798089,black,grey
2g_contig_12,165958,67.893044,black,grey
2g_contig_13,159915,69.785082,black,grey
2g_contig_14,156267,66.412427,black,grey
2g_contig_15,154384,73.075389,black,grey
2g_contig_16,149115,67.924093,black,grey
2g_contig_17,141770,64.349340,black,grey
2g_contig_18,139493,66.219057,black,grey
2g_contig_19,135076,73.045237,black,grey
2g_contig_20,128633,77.414473,black,grey
2g_contig_21,123834,71.227648,black,grey
2g_contig_22,121053,84.342365,black,grey
2g_contig_23,116341,71.659662,black,grey
2g_contig_24,115778,67.038902,black,grey
2g_contig_25,107190,70.125148,black,grey
2g_contig_26,105814,65.941354,black,grey
2g_contig_27,95010,70.905944,black,grey
2g_contig_28,94636,66.913927,black,grey
2g_contig_29,92146,75.276586,black,grey
2g_contig_30,91516,71.724341,black,grey
2g_contig_31,88467,74.499615,black,grey
2g_contig_32,88342,68.173761,black,grey
2g_contig_33,84667,71.625984,black,grey
2g_contig_34,80602,72.045862,black,grey
2g_contig_35,79618,68.559472,black,grey
2g_contig_36,78765,42.707351,black,grey
2g_contig_37,68187,68.454882,black,grey
2g_contig_38,65605,73.431190,black,grey
2g_contig_39,62267,70.928525,black,grey
2g_contig_40,62015,70.990636,black,grey
2g_contig_41,54957,72.436407,black,grey
2g_contig_42,52920,77.040781,black,grey
2g_contig_43,50453,66.848499,black,grey
2g_contig_44,44953,85.036501,black,grey
2g_contig_45,44089,45.514064,black,grey
2g_contig_46,43808,70.579475,black,grey
2g_contig_47,43358,67.077078,black,grey
2g_contig_48,35854,69.568074,black,grey
2g_contig_49,32063,71.926999,black,grey
2g_contig_50,28328,81.619482,black,grey
2g_contig_51,26199,67.801815,black,grey
2g_contig_52,25349,49.156853,black,grey
2g_contig_53,23739,77.344857,black,grey
2g_contig_54,22728,75.933336,black,grey
2g_contig_55,21772,71.038027,black,grey
2g_contig_56,19367,43.003007,black,grey
2g_contig_57,19274,83.086680,black,grey
2g_contig_58,18901,104.258872,black,grey
2g_contig_59,18518,69.485440,black,grey
2g_contig_60,17377,83.551040,black,grey
2g_contig_61,15978,67.840765,black,grey
2g_contig_62,15466,72.563324,black,grey
2g_contig_63,9610,82.517151,black,grey
2g_contig_64,8872,76.405912,black,grey
2g_contig_65,8823,41.524583,black,grey
2g_contig_66,7828,91.101664,black,grey
2g_contig_67,6906,80.233856,black,grey
2g_contig_68,6801,76.628049,black,grey
2g_contig_69,5248,71.373235,black,grey
2g_contig_70,4726,81.268875,black,grey
2g_contig_71,4603,75.025409,black,grey
2g_contig_72,4576,443.985997,black,grey
2g_contig_73,4398,79.158991,black,grey
2g_contig_74,4006,63.827692,black,grey
2g_contig_75,3786,80.479374,black,grey
2g_contig_76,3126,75.216792,black,grey
2g_contig_77,2955,74.946491,black,grey
2g_contig_78,2899,56.512048,black,grey
2g_contig_79,1900,141.001646,black,grey
2g_contig_80,1615,106.480494,black,grey
2g_contig_81,1524,52.323428,black,grey
2g_contig_82,1495,77.490832,black,grey
2g_contig_83,1302,300.790204,black,grey
2g_contig_84,1217,155.083333,black,grey
2g_contig_85,1184,142.045167,black,grey
2g_contig_86,1145,108.309925,black,grey
2g_contig_87,1132,444.279621,black,grey
2g_contig_88,1121,179.000958,black,grey
2g_contig_89,1107,2229.584466,black,grey
2g_contig_90,1014,147.019210,black,grey
2g_contig_91,1006,186.730893,black,grey
