ContigId,ContigLength,ContigCoverage,circle,fill
4d_contig_1,447381,44.670441,black,grey
4d_contig_2,407227,53.435319,black,grey
4d_contig_3,390312,43.976737,black,grey
4d_contig_4,293434,49.881803,black,grey
4d_contig_5,244568,44.496288,black,grey
4d_contig_6,223817,47.158371,black,grey
4d_contig_7,175418,46.236305,black,grey
4d_contig_8,172090,44.236610,black,grey
4d_contig_9,166259,44.908197,black,grey
4d_contig_10,166139,48.397032,black,grey
4d_contig_11,163999,46.809086,black,grey
4d_contig_12,159828,46.036407,black,grey
4d_contig_13,157170,47.619601,black,grey
4d_contig_14,154384,46.473899,black,grey
4d_contig_15,149115,50.541466,black,grey
4d_contig_16,141730,47.269129,black,grey
4d_contig_17,139498,44.384598,black,grey
4d_contig_18,130759,45.447575,black,grey
4d_contig_19,123834,50.305987,black,grey
4d_contig_20,118808,47.906570,black,grey
4d_contig_21,117695,46.636178,black,grey
4d_contig_22,115778,49.603478,black,grey
4d_contig_23,111346,54.937638,black,grey
4d_contig_24,107190,46.850308,black,grey
4d_contig_25,105627,48.239716,black,grey
4d_contig_26,95192,49.503422,black,grey
4d_contig_27,95010,46.563861,black,grey
4d_contig_28,94639,44.890040,black,grey
4d_contig_29,91517,50.509482,black,grey
4d_contig_30,90826,48.433316,black,grey
4d_contig_31,87526,42.984837,black,grey
4d_contig_32,84657,51.292374,black,grey
4d_contig_33,80604,47.900009,black,grey
4d_contig_34,79618,45.815655,black,grey
4d_contig_35,68208,47.692592,black,grey
4d_contig_36,65062,47.356682,black,grey
4d_contig_37,62267,48.050780,black,grey
4d_contig_38,54888,47.982613,black,grey
4d_contig_39,52950,52.643920,black,grey
4d_contig_40,50453,50.038610,black,grey
4d_contig_41,48615,45.885760,black,grey
4d_contig_42,47758,53.204127,black,grey
4d_contig_43,43760,45.585056,black,grey
4d_contig_44,42144,48.784796,black,grey
4d_contig_45,38784,68.310848,black,grey
4d_contig_46,35780,45.762289,black,grey
4d_contig_47,33690,49.995359,black,grey
4d_contig_48,31988,49.050954,black,grey
4d_contig_49,28328,51.953842,black,grey
4d_contig_50,27228,50.004714,black,grey
4d_contig_51,26586,67.260327,black,grey
4d_contig_52,26199,50.905712,black,grey
4d_contig_53,23739,50.949877,black,grey
4d_contig_54,18518,47.057101,black,grey
4d_contig_55,18445,51.846037,black,grey
4d_contig_56,17377,57.532312,black,grey
4d_contig_57,13058,48.668670,black,grey
4d_contig_58,10383,40.900058,black,grey
4d_contig_59,9610,55.118326,black,grey
4d_contig_60,8896,48.669237,black,grey
4d_contig_61,6801,49.384890,black,grey
4d_contig_62,5248,47.892477,black,grey
4d_contig_63,5237,56.205620,black,grey
4d_contig_64,4603,54.222050,black,grey
4d_contig_65,4528,55.035048,black,grey
4d_contig_66,3786,49.966837,black,grey
4d_contig_67,3722,41.993964,black,grey
4d_contig_68,3126,51.634634,black,grey
4d_contig_69,2885,40.022080,black,grey
4d_contig_70,2362,342.675274,black,grey
4d_contig_71,2114,310.004909,black,grey
4d_contig_72,1900,103.123971,black,grey
4d_contig_73,1615,68.006502,black,grey
4d_contig_74,1384,94.749044,black,grey
4d_contig_75,1302,191.308571,black,grey
4d_contig_76,1217,97.857018,black,grey
4d_contig_77,1184,95.248419,black,grey
4d_contig_78,1145,71.702247,black,grey
4d_contig_79,1132,319.870142,black,grey
4d_contig_80,1121,111.420498,black,grey
4d_contig_81,1014,98.581644,black,grey
